Date,Ligne,Heure_Départ,Heure_Arrivée,Passagers,Capacité,Carburant_L,Distance_km,Panne,Retard,Plaintes,Remplissage (%),Consommation_par_km,Emissions_CO2_kg,Météo,Type_Voiture,Vacances,Week-end,Heure_Pointe,Dépenses_Maintenance,Satisfaction_Client
2024-08-30,Ambohijatovo – Anosizato,16:30,17:08,27,40,12.9,10,Non,Oui,0,67.5,1.29,34.6,Soleil,7 places,Oui,Non,Oui,35041.7,3
2024-08-31,Ambohijatovo – Anosizato,16:30,17:41,6,25,11.7,14,Oui,Non,1,24.0,0.84,31.4,Pluie,12 places,Oui,Non,Non,23186.31,1
2024-09-01,Andavamamba – Ivato,12:00,12:30,18,35,12.9,15,Non,Non,1,51.4,0.86,34.6,Brouillard,9 places,Non,Non,Non,9225.53,5
2024-09-02,Ankorondrano – Itaosy,14:30,15:54,22,40,14.6,13,Non,Non,1,55.0,1.12,39.1,Vent fort,9 places,Oui,Non,Non,35304.46,4
2024-09-03,Ankorondrano – Itaosy,15:15,16:04,9,35,15.1,19,Non,Non,0,25.7,0.79,40.5,Soleil,5 places,Oui,Non,Non,8030.78,2
2024-09-04,Ambohijatovo – Anosizato,19:30,20:07,33,35,8.4,16,Non,Oui,0,94.3,0.53,22.5,Orage,9 places,Oui,Non,Oui,40191.26,2
2024-09-05,Ankorondrano – Itaosy,09:45,10:39,31,40,12.8,20,Non,Non,1,77.5,0.64,34.3,Soleil,9 places,Non,Non,Non,13348.65,1
2024-09-06,Mahamasina – 67Ha,13:45,14:18,14,30,9.1,13,Non,Non,0,46.7,0.7,24.4,Pluie,9 places,Oui,Oui,Oui,24363.77,5
2024-09-07,Analakely – Ankatso,06:15,07:21,26,30,13.5,14,Oui,Non,2,86.7,0.96,36.2,Pluie,9 places,Oui,Non,Oui,37921.53,2
2024-09-08,Ankorondrano – Itaosy,13:15,14:22,7,25,16.7,20,Non,Oui,4,28.0,0.83,44.8,Pluie,5 places,Oui,Oui,Oui,27836.05,2
2024-09-09,Andavamamba – Ivato,20:00,21:03,36,40,15.9,20,Oui,Oui,4,90.0,0.8,42.6,Soleil,9 places,Oui,Non,Oui,25065.62,5
2024-09-10,Ambohijatovo – Anosizato,17:15,18:32,16,35,14.5,11,Oui,Non,1,45.7,1.32,38.9,Orage,5 places,Non,Non,Oui,6870.78,2
2024-09-11,Analakely – Ankatso,15:15,16:27,26,40,17.8,17,Non,Oui,0,65.0,1.05,47.7,Orage,9 places,Oui,Oui,Oui,21696.74,5
2024-09-01,Ankorondrano – Itaosy,13:30,14:22,30,40,11.5,19,Non,Oui,3,75.0,0.61,30.8,Vent fort,5 places,Non,Non,Oui,38872.25,1
2024-09-02,Analakely – Ankatso,11:30,12:17,9,40,8.1,12,Non,Oui,4,22.5,0.67,21.7,Brouillard,12 places,Non,Oui,Non,17313.2,5
2024-09-03,Mahamasina – 67Ha,06:00,07:11,15,25,8.0,12,Oui,Non,1,60.0,0.67,21.4,Soleil,9 places,Oui,Non,Non,34921.03,4
2024-09-04,Analakely – Ankatso,09:00,10:24,9,35,17.3,17,Non,Non,1,25.7,1.02,46.4,Pluie,7 places,Non,Non,Non,41802.54,4
2024-09-05,Ambohijatovo – Anosizato,19:30,20:40,24,30,9.4,11,Non,Non,1,80.0,0.85,25.2,Orage,7 places,Oui,Non,Oui,16125.4,1
2024-09-06,Ankorondrano – Itaosy,06:45,08:08,21,30,17.0,10,Oui,Non,1,70.0,1.7,45.6,Pluie,9 places,Non,Non,Oui,14262.85,1
2024-09-07,Andavamamba – Ivato,05:00,06:30,17,25,12.3,19,Non,Non,1,68.0,0.65,33.0,Orage,7 places,Non,Non,Non,40890.16,4
2024-09-08,Andavamamba – Ivato,14:15,15:25,13,25,10.9,14,Non,Oui,0,52.0,0.78,29.2,Pluie,7 places,Non,Non,Non,40536.43,3
2024-09-09,Andavamamba – Ivato,05:00,05:44,21,25,15.4,14,Non,Non,0,84.0,1.1,41.3,Soleil,12 places,Non,Non,Non,36907.72,5
2024-09-10,Ambohijatovo – Anosizato,11:15,12:13,19,25,16.6,13,Non,Non,1,76.0,1.28,44.5,Vent fort,5 places,Non,Non,Oui,35008.89,5
2024-09-11,Analakely – Ankatso,18:15,19:13,23,30,15.1,18,Oui,Non,1,76.7,0.84,40.5,Orage,9 places,Non,Non,Non,12542.86,5
2024-09-12,Analakely – Ankatso,20:15,21:34,24,25,11.5,15,Non,Non,1,96.0,0.77,30.8,Soleil,12 places,Oui,Non,Oui,22662.21,5
2024-09-13,Analakely – Ankatso,15:45,17:14,18,40,13.4,11,Non,Oui,1,45.0,1.22,35.9,Pluie,5 places,Oui,Oui,Oui,34453.0,4
2024-09-14,Mahamasina – 67Ha,06:15,07:07,25,30,8.0,20,Non,Non,1,83.3,0.4,21.4,Soleil,12 places,Oui,Non,Non,18856.85,3
2024-09-15,Ankorondrano – Itaosy,11:00,11:47,6,35,17.6,10,Non,Non,0,17.1,1.76,47.2,Orage,12 places,Oui,Non,Oui,9814.13,2
2024-09-16,Mahamasina – 67Ha,07:45,08:52,23,30,17.5,14,Oui,Non,2,76.7,1.25,46.9,Orage,7 places,Oui,Oui,Oui,40901.61,5
2024-09-17,Ankorondrano – Itaosy,17:15,18:29,12,35,13.1,10,Non,Oui,2,34.3,1.31,35.1,Brouillard,7 places,Non,Non,Oui,36386.22,2
2024-09-18,Mahamasina – 67Ha,14:15,15:41,22,40,9.7,14,Non,Non,0,55.0,0.69,26.0,Pluie,7 places,Oui,Non,Oui,32072.53,5
2024-09-19,Ambohijatovo – Anosizato,10:00,11:21,30,35,11.8,15,Non,Oui,3,85.7,0.79,31.6,Pluie,5 places,Non,Non,Oui,48972.84,2
2024-09-20,Andavamamba – Ivato,09:15,10:12,7,40,15.4,16,Non,Non,1,17.5,0.96,41.3,Soleil,5 places,Non,Oui,Non,28166.78,2
2024-09-21,Mahamasina – 67Ha,11:30,12:08,25,30,16.7,13,Non,Non,0,83.3,1.28,44.8,Soleil,9 places,Non,Non,Oui,25266.69,3
2024-09-22,Ankorondrano – Itaosy,12:45,14:01,25,25,10.5,17,Non,Oui,4,100.0,0.62,28.1,Vent fort,5 places,Oui,Non,Non,28902.63,5
2024-09-23,Mahamasina – 67Ha,09:00,09:54,19,35,9.8,15,Non,Oui,1,54.3,0.65,26.3,Soleil,9 places,Oui,Non,Oui,7338.71,3
2024-09-24,Ankorondrano – Itaosy,19:30,20:53,10,25,11.0,10,Non,Oui,3,40.0,1.1,29.5,Brouillard,5 places,Oui,Oui,Non,6770.46,3
2024-09-25,Analakely – Ankatso,05:15,06:01,12,25,9.0,14,Non,Non,1,48.0,0.64,24.1,Vent fort,7 places,Oui,Oui,Non,8248.93,5
2024-09-26,Ambohijatovo – Anosizato,13:00,13:48,5,25,9.3,13,Non,Non,0,20.0,0.72,24.9,Pluie,7 places,Oui,Oui,Oui,13979.41,4
2024-09-27,Andavamamba – Ivato,06:15,06:54,26,40,9.0,10,Non,Non,1,65.0,0.9,24.1,Soleil,12 places,Non,Non,Oui,43015.25,5
2024-09-28,Ankorondrano – Itaosy,14:30,15:54,22,40,14.6,13,Non,Non,1,55.0,1.12,39.1,Vent fort,9 places,Oui,Non,Non,35304.46,4
2024-09-29,Mahamasina – 67Ha,14:30,15:42,33,40,13.1,15,Non,Non,1,82.5,0.87,35.1,Pluie,7 places,Oui,Non,Oui,30100.25,1
2024-09-30,Mahamasina – 67Ha,09:30,10:05,27,40,17.9,16,Non,Oui,2,67.5,1.12,48.0,Brouillard,5 places,Non,Non,Oui,22590.77,4
2024-10-01,Ambohijatovo – Anosizato,19:00,20:17,25,40,17.3,14,Non,Oui,1,62.5,1.24,46.4,Orage,5 places,Oui,Non,Oui,31655.76,2
2024-10-02,Andavamamba – Ivato,10:45,11:31,18,25,10.9,11,Oui,Oui,4,72.0,0.99,29.2,Pluie,7 places,Oui,Non,Non,34782.76,4
2024-10-03,Andavamamba – Ivato,09:45,10:30,27,30,10.9,11,Oui,Oui,2,90.0,0.99,29.2,Vent fort,9 places,Oui,Non,Non,47462.72,4
2024-10-04,Ambohijatovo – Anosizato,12:45,13:22,7,30,10.6,16,Non,Non,1,23.3,0.66,28.4,Soleil,12 places,Oui,Non,Non,27418.81,3
2024-10-05,Ankorondrano – Itaosy,20:00,21:01,27,35,12.9,14,Non,Oui,4,77.1,0.92,34.6,Pluie,9 places,Oui,Non,Oui,8707.15,4
2024-10-06,Ambohijatovo – Anosizato,16:45,18:13,8,40,15.1,16,Non,Non,1,20.0,0.94,40.5,Pluie,12 places,Oui,Oui,Oui,9809.46,5
2024-10-07,Andavamamba – Ivato,14:00,15:00,21,30,8.1,15,Non,Non,1,70.0,0.54,21.7,Pluie,5 places,Oui,Non,Oui,32000.92,5
2024-10-08,Ankorondrano – Itaosy,11:00,11:42,12,25,14.2,12,Oui,Non,5,48.0,1.18,38.1,Orage,9 places,Non,Oui,Oui,6316.13,1
2024-10-09,Mahamasina – 67Ha,09:00,09:54,19,35,9.8,15,Non,Oui,1,54.3,0.65,26.3,Soleil,9 places,Oui,Non,Oui,7338.71,3
2024-10-10,Andavamamba – Ivato,08:00,08:40,13,40,14.4,15,Non,Non,1,32.5,0.96,38.6,Orage,9 places,Oui,Non,Oui,32155.19,5
2024-10-11,Andavamamba – Ivato,14:00,14:52,17,25,15.1,12,Oui,Oui,3,68.0,1.26,40.5,Brouillard,9 places,Oui,Oui,Non,33530.26,4
2024-10-12,Ambohijatovo – Anosizato,07:30,08:14,25,30,11.9,18,Oui,Oui,2,83.3,0.66,31.9,Brouillard,9 places,Non,Oui,Non,49153.38,5
2024-10-01,Andavamamba – Ivato,16:45,17:38,34,40,8.3,17,Non,Oui,4,85.0,0.49,22.2,Soleil,7 places,Non,Oui,Non,22485.11,5
2024-10-02,Andavamamba – Ivato,12:00,12:30,18,35,12.9,15,Non,Non,1,51.4,0.86,34.6,Brouillard,9 places,Non,Non,Non,9225.53,5
2024-10-03,Andavamamba – Ivato,12:00,12:42,21,30,11.2,17,Oui,Non,1,70.0,0.66,30.0,Pluie,5 places,Non,Non,Non,10036.38,2
2024-10-04,Andavamamba – Ivato,09:00,10:07,17,25,12.8,14,Non,Oui,4,68.0,0.91,34.3,Brouillard,9 places,Non,Non,Non,5995.56,4
2024-10-05,Andavamamba – Ivato,20:00,21:03,36,40,15.9,20,Oui,Oui,4,90.0,0.8,42.6,Soleil,9 places,Oui,Non,Oui,25065.62,5
2024-10-06,Ambohijatovo – Anosizato,05:30,06:19,21,25,13.9,12,Non,Non,1,84.0,1.16,37.3,Brouillard,9 places,Oui,Oui,Oui,9563.94,4
2024-10-07,Analakely – Ankatso,12:45,14:09,17,30,11.7,19,Non,Non,1,56.7,0.62,31.4,Brouillard,5 places,Non,Non,Non,19562.46,3
2024-10-08,Analakely – Ankatso,17:00,17:34,11,30,9.2,17,Non,Non,1,36.7,0.54,24.7,Soleil,5 places,Non,Non,Oui,44304.05,3
2024-10-09,Andavamamba – Ivato,06:15,07:44,5,25,8.1,20,Non,Non,1,20.0,0.4,21.7,Soleil,5 places,Oui,Non,Non,49661.76,5
2024-10-10,Mahamasina – 67Ha,13:30,14:46,18,25,8.3,20,Non,Oui,4,72.0,0.42,22.2,Pluie,7 places,Oui,Non,Non,33733.67,3
2024-10-11,Mahamasina – 67Ha,11:30,12:10,22,25,12.1,10,Non,Non,0,88.0,1.21,32.4,Orage,7 places,Oui,Non,Oui,37879.27,5
2024-10-12,Mahamasina – 67Ha,06:00,07:11,15,25,8.0,12,Oui,Non,1,60.0,0.67,21.4,Soleil,9 places,Oui,Non,Non,34921.03,4
2024-10-13,Andavamamba – Ivato,20:00,21:08,31,40,8.8,20,Non,Oui,0,77.5,0.44,23.6,Vent fort,5 places,Non,Non,Oui,36610.92,5
2024-10-14,Andavamamba – Ivato,17:00,17:48,15,25,13.2,18,Non,Oui,4,60.0,0.73,35.4,Vent fort,7 places,Non,Non,Non,19227.02,5
2024-10-15,Mahamasina – 67Ha,11:45,12:54,25,35,8.5,18,Non,Non,0,71.4,0.47,22.8,Orage,7 places,Oui,Non,Oui,35746.16,4
2024-10-16,Analakely – Ankatso,19:45,20:33,8,35,16.4,11,Oui,Non,3,22.9,1.49,44.0,Soleil,9 places,Oui,Non,Non,26759.55,2
2024-10-17,Mahamasina – 67Ha,07:45,08:52,23,30,17.5,14,Oui,Non,2,76.7,1.25,46.9,Orage,7 places,Oui,Oui,Oui,40901.61,5
2024-10-18,Mahamasina – 67Ha,18:30,19:12,22,30,15.0,18,Oui,Non,4,73.3,0.83,40.2,Brouillard,7 places,Non,Non,Oui,19690.76,2
2024-10-19,Analakely – Ankatso,20:00,20:58,17,35,12.7,12,Non,Non,1,48.6,1.06,34.0,Orage,5 places,Non,Oui,Oui,16192.14,1
2024-10-20,Mahamasina – 67Ha,11:15,12:33,5,30,16.2,14,Non,Non,0,16.7,1.16,43.4,Orage,9 places,Oui,Non,Non,34603.04,4
2024-10-21,Andavamamba – Ivato,13:45,14:47,19,25,17.1,16,Non,Oui,2,76.0,1.07,45.8,Vent fort,5 places,Non,Non,Non,22891.75,2
2024-10-22,Ankorondrano – Itaosy,19:30,20:22,23,30,11.4,17,Non,Non,0,76.7,0.67,30.6,Soleil,12 places,Non,Non,Non,28443.11,1
2024-10-23,Ankorondrano – Itaosy,07:45,08:31,30,35,11.1,18,Oui,Non,5,85.7,0.62,29.7,Pluie,5 places,Non,Oui,Non,49870.6,2
2024-10-24,Analakely – Ankatso,11:00,12:10,31,40,11.4,13,Non,Non,1,77.5,0.88,30.6,Vent fort,7 places,Non,Non,Oui,27121.75,4
2024-10-25,Mahamasina – 67Ha,17:00,17:52,15,40,11.2,17,Non,Non,0,37.5,0.66,30.0,Brouillard,7 places,Non,Non,Non,12536.72,2
2024-10-26,Analakely – Ankatso,09:00,09:46,16,25,13.8,12,Non,Non,1,64.0,1.15,37.0,Brouillard,7 places,Oui,Non,Non,32771.52,2
2024-10-27,Analakely – Ankatso,20:15,21:34,24,25,11.5,15,Non,Non,1,96.0,0.77,30.8,Soleil,12 places,Oui,Non,Oui,22662.21,5
2024-10-28,Andavamamba – Ivato,12:45,14:12,14,25,13.6,16,Non,Non,0,56.0,0.85,36.4,Vent fort,7 places,Oui,Oui,Oui,24601.25,2
2024-10-29,Mahamasina – 67Ha,17:00,17:45,23,40,9.3,20,Non,Non,0,57.5,0.47,24.9,Vent fort,9 places,Oui,Non,Non,36025.92,5
2024-10-30,Analakely – Ankatso,15:30,16:58,27,35,12.0,13,Non,Non,0,77.1,0.92,32.2,Brouillard,5 places,Oui,Non,Oui,49399.82,5
2024-10-31,Ankorondrano – Itaosy,13:45,14:22,9,30,8.1,12,Non,Non,1,30.0,0.67,21.7,Brouillard,9 places,Oui,Non,Non,34136.36,4
2024-11-01,Analakely – Ankatso,15:45,16:37,29,35,12.4,16,Non,Non,1,82.9,0.78,33.2,Brouillard,7 places,Non,Oui,Oui,5820.47,4
2024-11-02,Mahamasina – 67Ha,06:00,07:11,15,25,8.0,12,Oui,Non,1,60.0,0.67,21.4,Soleil,9 places,Oui,Non,Non,34921.03,4
2024-11-03,Mahamasina – 67Ha,18:45,20:11,7,35,8.3,14,Non,Oui,4,20.0,0.59,22.2,Orage,12 places,Non,Non,Non,35954.86,2
2024-11-04,Mahamasina – 67Ha,18:15,18:50,15,30,17.3,13,Non,Non,1,50.0,1.33,46.4,Orage,9 places,Oui,Non,Non,46716.55,4
2024-11-05,Andavamamba – Ivato,07:15,08:27,5,30,9.5,20,Non,Non,1,16.7,0.47,25.5,Brouillard,12 places,Non,Non,Non,14083.41,5
2024-11-06,Mahamasina – 67Ha,08:00,09:08,15,35,8.5,15,Non,Oui,0,42.9,0.57,22.8,Brouillard,5 places,Oui,Non,Non,20275.26,5
2024-11-07,Analakely – Ankatso,14:30,16:00,7,25,10.7,20,Non,Non,1,28.0,0.53,28.7,Soleil,12 places,Oui,Non,Oui,22969.22,1
2024-11-08,Ankorondrano – Itaosy,16:30,17:56,22,40,9.9,13,Non,Non,1,55.0,0.76,26.5,Vent fort,9 places,Oui,Non,Oui,34305.48,5
2024-11-09,Mahamasina – 67Ha,10:00,11:18,28,35,16.8,17,Non,Non,1,80.0,0.99,45.0,Brouillard,12 places,Oui,Oui,Oui,6348.81,1
2024-11-10,Analakely – Ankatso,16:15,17:39,37,40,14.3,20,Non,Non,1,92.5,0.72,38.3,Soleil,12 places,Non,Oui,Non,27354.51,4
2024-11-11,Mahamasina – 67Ha,11:00,11:39,19,35,15.7,11,Oui,Non,2,54.3,1.43,42.1,Soleil,5 places,Oui,Non,Oui,11675.44,2
2024-11-01,Ambohijatovo – Anosizato,15:30,16:33,17,35,13.9,10,Non,Non,0,48.6,1.39,37.3,Soleil,7 places,Oui,Non,Non,49398.36,5
2024-11-02,Ankorondrano – Itaosy,18:45,19:20,37,40,13.3,13,Non,Non,0,92.5,1.02,35.6,Soleil,7 places,Non,Oui,Non,15892.03,1
2024-11-03,Analakely – Ankatso,12:45,14:10,8,40,12.5,18,Non,Non,0,20.0,0.69,33.5,Orage,5 places,Oui,Non,Oui,24389.94,2
2024-11-04,Analakely – Ankatso,14:00,14:59,8,25,13.7,15,Non,Non,1,32.0,0.91,36.7,Vent fort,9 places,Non,Non,Non,19985.09,5
2024-11-05,Ankorondrano – Itaosy,10:00,11:10,20,35,16.9,18,Non,Non,1,57.1,0.94,45.3,Pluie,5 places,Non,Oui,Non,12888.63,3
2024-11-06,Analakely – Ankatso,15:45,17:11,7,40,8.9,12,Non,Oui,5,17.5,0.74,23.9,Vent fort,5 places,Non,Non,Oui,8052.67,3
2024-11-07,Ambohijatovo – Anosizato,15:15,16:31,10,30,16.7,15,Non,Oui,3,33.3,1.11,44.8,Orage,5 places,Non,Non,Oui,14042.02,5
2024-11-08,Analakely – Ankatso,08:15,09:31,26,30,17.6,19,Non,Oui,2,86.7,0.93,47.2,Orage,7 places,Non,Oui,Non,8953.99,5
2024-11-09,Ambohijatovo – Anosizato,06:00,06:40,32,35,15.0,14,Non,Non,0,91.4,1.07,40.2,Pluie,12 places,Oui,Non,Oui,43447.33,4
2024-11-10,Ankorondrano – Itaosy,06:30,07:22,30,40,17.0,17,Non,Non,0,75.0,1.0,45.6,Pluie,12 places,Non,Non,Oui,31682.79,5
2024-11-11,Ankorondrano – Itaosy,08:15,09:41,13,40,11.2,16,Non,Non,0,32.5,0.7,30.0,Brouillard,7 places,Non,Non,Non,23420.03,3
2024-11-12,Mahamasina – 67Ha,08:00,09:08,15,35,8.5,15,Non,Oui,0,42.9,0.57,22.8,Brouillard,5 places,Oui,Non,Non,20275.26,5
2024-11-13,Mahamasina – 67Ha,18:15,19:41,19,40,16.0,17,Non,Oui,0,47.5,0.94,42.9,Brouillard,9 places,Non,Oui,Oui,13085.74,2
2024-11-14,Analakely – Ankatso,15:00,15:31,9,35,13.8,17,Oui,Non,4,25.7,0.81,37.0,Pluie,12 places,Oui,Oui,Non,31107.76,3
2024-11-15,Ambohijatovo – Anosizato,15:30,16:40,21,25,14.6,10,Non,Non,1,84.0,1.46,39.1,Orage,9 places,Oui,Non,Oui,29641.66,1
2024-11-16,Analakely – Ankatso,09:00,10:24,9,35,17.3,17,Non,Non,1,25.7,1.02,46.4,Pluie,7 places,Non,Non,Non,41802.54,4
2024-11-17,Analakely – Ankatso,13:00,14:22,16,25,10.7,18,Non,Non,0,64.0,0.59,28.7,Pluie,7 places,Oui,Oui,Oui,40844.18,4
2024-11-18,Mahamasina – 67Ha,18:30,19:11,6,40,9.5,13,Non,Oui,2,15.0,0.73,25.5,Soleil,9 places,Non,Oui,Oui,17819.28,4
2024-11-19,Mahamasina – 67Ha,15:30,16:17,19,30,12.4,10,Non,Non,1,63.3,1.24,33.2,Soleil,5 places,Non,Non,Oui,43850.01,3
2024-11-20,Analakely – Ankatso,13:00,14:22,16,25,10.7,18,Non,Non,0,64.0,0.59,28.7,Pluie,7 places,Oui,Oui,Oui,40844.18,4
2024-11-21,Andavamamba – Ivato,05:30,06:25,25,40,11.7,18,Non,Oui,3,62.5,0.65,31.4,Soleil,7 places,Oui,Non,Oui,30529.05,1
2024-11-22,Analakely – Ankatso,09:30,10:26,14,35,8.6,20,Non,Non,0,40.0,0.43,23.0,Soleil,9 places,Oui,Non,Oui,25934.25,2
2024-11-23,Ambohijatovo – Anosizato,10:15,11:27,37,40,9.1,17,Non,Non,0,92.5,0.54,24.4,Orage,5 places,Oui,Non,Oui,42299.75,4
2024-11-24,Mahamasina – 67Ha,14:15,15:41,22,40,9.7,14,Non,Non,0,55.0,0.69,26.0,Pluie,7 places,Oui,Non,Oui,32072.53,5
2024-11-25,Analakely – Ankatso,19:00,19:42,11,25,9.2,16,Non,Non,1,44.0,0.57,24.7,Orage,5 places,Oui,Non,Oui,25463.29,4
2024-11-26,Analakely – Ankatso,10:45,11:23,14,30,9.6,18,Non,Non,1,46.7,0.53,25.7,Orage,5 places,Non,Non,Oui,38457.87,3
2024-11-27,Ambohijatovo – Anosizato,14:00,14:39,18,30,9.2,11,Non,Oui,1,60.0,0.84,24.7,Brouillard,9 places,Oui,Oui,Oui,9010.6,5
2024-11-28,Ambohijatovo – Anosizato,17:30,18:45,20,25,17.2,10,Non,Non,0,80.0,1.72,46.1,Vent fort,5 places,Oui,Non,Oui,39419.75,3
2024-11-29,Ankorondrano – Itaosy,17:15,18:29,12,35,13.1,10,Non,Oui,2,34.3,1.31,35.1,Brouillard,7 places,Non,Non,Oui,36386.22,2
2024-11-30,Ambohijatovo – Anosizato,11:00,12:02,20,35,15.0,19,Non,Non,1,57.1,0.79,40.2,Vent fort,12 places,Oui,Oui,Oui,29601.38,4
2024-12-01,Andavamamba – Ivato,15:15,16:38,18,30,13.9,17,Non,Non,0,60.0,0.82,37.3,Brouillard,5 places,Oui,Non,Oui,38138.09,3
2024-12-02,Ambohijatovo – Anosizato,20:45,22:04,14,40,17.7,16,Non,Oui,4,35.0,1.11,47.4,Orage,7 places,Non,Non,Oui,37133.91,5
2024-12-03,Andavamamba – Ivato,09:15,10:00,15,40,9.5,10,Non,Non,1,37.5,0.95,25.5,Pluie,12 places,Non,Non,Oui,44072.26,1
2024-12-04,Andavamamba – Ivato,13:45,14:33,39,40,10.1,10,Non,Non,1,97.5,1.01,27.1,Orage,12 places,Oui,Non,Oui,9721.86,5
2024-12-05,Andavamamba – Ivato,20:45,22:12,25,40,17.4,14,Non,Non,1,62.5,1.24,46.6,Vent fort,7 places,Non,Oui,Oui,44789.29,3
2024-12-06,Ankorondrano – Itaosy,18:15,19:09,15,35,11.6,13,Non,Non,1,42.9,0.89,31.1,Pluie,12 places,Non,Oui,Oui,29262.26,1
2024-12-07,Mahamasina – 67Ha,14:00,15:21,29,35,14.5,14,Non,Oui,5,82.9,1.04,38.9,Brouillard,5 places,Non,Non,Non,11797.61,2
2024-12-08,Andavamamba – Ivato,13:15,14:02,12,35,11.9,13,Non,Non,1,34.3,0.92,31.9,Vent fort,9 places,Non,Non,Oui,15517.04,2
2024-12-09,Analakely – Ankatso,12:45,14:10,8,40,12.5,18,Non,Non,0,20.0,0.69,33.5,Orage,5 places,Oui,Non,Oui,24389.94,2
2024-12-10,Ankorondrano – Itaosy,05:30,06:45,11,25,17.2,17,Oui,Non,5,44.0,1.01,46.1,Brouillard,7 places,Oui,Non,Non,46056.35,5
2024-12-11,Andavamamba – Ivato,10:30,11:16,15,40,8.7,20,Non,Non,0,37.5,0.43,23.3,Orage,7 places,Non,Non,Oui,5222.3,4
2024-12-12,Ankorondrano – Itaosy,20:00,21:11,15,40,14.9,20,Oui,Non,2,37.5,0.74,39.9,Vent fort,5 places,Non,Oui,Non,12234.2,4
2024-12-01,Andavamamba – Ivato,13:45,14:57,6,35,15.5,16,Non,Non,1,17.1,0.97,41.5,Brouillard,5 places,Oui,Oui,Non,10484.87,4
2024-12-02,Ankorondrano – Itaosy,07:45,09:11,21,30,10.4,10,Non,Non,1,70.0,1.04,27.9,Pluie,9 places,Non,Non,Non,33888.72,4
2024-12-03,Analakely – Ankatso,15:30,16:58,27,35,12.0,13,Non,Non,0,77.1,0.92,32.2,Brouillard,5 places,Oui,Non,Oui,49399.82,5
2024-12-04,Mahamasina – 67Ha,15:00,16:13,24,25,9.3,20,Oui,Non,0,96.0,0.47,24.9,Soleil,12 places,Non,Oui,Non,18966.29,5
2024-12-05,Ambohijatovo – Anosizato,16:45,18:13,8,40,15.1,16,Non,Non,1,20.0,0.94,40.5,Pluie,12 places,Oui,Oui,Oui,9809.46,5
2024-12-06,Ankorondrano – Itaosy,19:15,19:59,5,30,15.5,20,Non,Non,0,16.7,0.78,41.5,Vent fort,7 places,Non,Non,Non,14542.02,3
2024-12-07,Andavamamba – Ivato,15:15,16:38,18,30,13.9,17,Non,Non,0,60.0,0.82,37.3,Brouillard,5 places,Oui,Non,Oui,38138.09,3
2024-12-08,Ankorondrano – Itaosy,11:00,11:47,6,35,17.6,10,Non,Non,0,17.1,1.76,47.2,Orage,12 places,Oui,Non,Oui,9814.13,2
2024-12-09,Mahamasina – 67Ha,13:30,14:46,18,25,8.3,20,Non,Oui,4,72.0,0.42,22.2,Pluie,7 places,Oui,Non,Non,33733.67,3
2024-12-10,Andavamamba – Ivato,07:15,08:27,5,30,9.5,20,Non,Non,1,16.7,0.47,25.5,Brouillard,12 places,Non,Non,Non,14083.41,5
2024-12-11,Andavamamba – Ivato,12:30,13:50,23,35,13.6,13,Non,Non,0,65.7,1.05,36.4,Brouillard,5 places,Oui,Non,Non,36281.5,5
2024-12-12,Analakely – Ankatso,18:00,19:25,8,30,9.8,19,Non,Oui,5,26.7,0.52,26.3,Pluie,9 places,Non,Non,Oui,38734.33,1
2024-12-13,Mahamasina – 67Ha,17:00,17:56,13,30,17.5,13,Non,Non,0,43.3,1.35,46.9,Vent fort,5 places,Non,Non,Oui,29760.19,3
2024-12-14,Analakely – Ankatso,20:00,20:50,10,35,12.2,13,Oui,Non,2,28.6,0.94,32.7,Vent fort,12 places,Non,Non,Non,9684.93,2
2024-12-15,Mahamasina – 67Ha,14:15,15:41,22,40,9.7,14,Non,Non,0,55.0,0.69,26.0,Pluie,7 places,Oui,Non,Oui,32072.53,5
2024-12-16,Mahamasina – 67Ha,13:30,14:33,10,30,9.1,18,Non,Non,1,33.3,0.51,24.4,Soleil,7 places,Oui,Non,Non,42987.67,3
2024-12-17,Analakely – Ankatso,05:15,06:38,13,25,10.4,10,Non,Non,1,52.0,1.04,27.9,Pluie,12 places,Oui,Non,Oui,32749.26,4
2024-12-18,Ankorondrano – Itaosy,18:15,19:09,15,35,11.6,13,Non,Non,1,42.9,0.89,31.1,Pluie,12 places,Non,Oui,Oui,29262.26,1
2024-12-19,Ankorondrano – Itaosy,16:15,17:44,30,30,15.0,11,Oui,Non,1,100.0,1.36,40.2,Soleil,7 places,Non,Non,Oui,24968.76,2
2024-12-20,Mahamasina – 67Ha,09:00,09:54,19,35,9.8,15,Non,Oui,1,54.3,0.65,26.3,Soleil,9 places,Oui,Non,Oui,7338.71,3
2024-12-21,Andavamamba – Ivato,05:00,05:45,40,40,11.7,10,Oui,Non,1,100.0,1.17,31.4,Pluie,9 places,Oui,Non,Oui,5259.14,4
2024-12-22,Ankorondrano – Itaosy,09:15,10:37,23,30,9.4,10,Non,Non,0,76.7,0.94,25.2,Orage,9 places,Oui,Non,Oui,18124.82,2
2024-12-23,Ambohijatovo – Anosizato,16:30,17:08,27,40,12.9,10,Non,Oui,0,67.5,1.29,34.6,Soleil,7 places,Oui,Non,Oui,35041.7,3
2024-12-24,Analakely – Ankatso,08:15,09:42,10,35,17.6,14,Non,Non,0,28.6,1.26,47.2,Brouillard,12 places,Oui,Oui,Non,22827.77,2
